Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude
2021-01-21,2020,East Lyme,45 MOSTOWY RD,121170.0,40000.0,3.0292,Vacant Land,Unknown,-72.22435,41.39377
2020-12-22,2020,Groton,115 EASTWOOD RD,150080.0,256000.0,0.58625,Residential,Single Family,Unknown,Unknown
2020-11-04,2020,Groton,69 LEDYARD AVE,153020.0,319000.0,0.4796,Residential,Single Family,-72.07725,41.35018
2021-09-02,2020,Farmington,180 WATERVILLE RD,306390.0,615000.0,0.4981,Residential,Single Family,Unknown,Unknown
2021-06-18,2020,Guilford,MARVEL RD,1300.0,5000.0,0.26,Vacant Land,Unknown,Unknown,Unknown
2021-08-26,2020,Burlington,30 NEPAUG RD,216720.0,387000.0,0.56,Residential,Single Family,Unknown,Unknown
2021-08-05,2020,Branford,55 ORCHARD HILL RD,167000.0,245000.0,0.681632653,Residential,Single Family,-72.8392,41.27254
2021-05-26,2020,Hebron,939 CHURCH ST,136110.0,248000.0,0.5488,Residential,Single Family,-72.34363,41.60219
2021-05-03,2020,Easton,66 SUNNY RIDGE ROAD,648520.0,1050000.0,0.6176,Residential,Single Family,-73.30229,41.2855
2021-04-27,2020,Killingly,16 R & R PARK,6790.0,14500.0,0.468275862,Residential,Single Family,-71.8952,41.85689
2021-01-14,2020,Bethel,52 WOOSTER STREET,285250.0,510000.0,0.5593,Residential,Two Family,-73.41232,41.37635
2020-12-15,2020,East Hartford,4 ARNOLD DR,92830.0,196000.0,0.4736,Residential,Single Family,-72.5893,41.77435
2021-07-12,2020,East Hartford,37 PRESTIGE PARK CIR,1311720.0,3190404.0,0.4111,Commercial,Unknown,Unknown,Unknown
2020-12-22,2020,Enfield,155 OLDEFIELD FARMS,138880.0,222900.0,0.623,Residential,Condo,Unknown,Unknown
2021-03-03,2020,Beacon Falls,187 BURTON ROAD,244000.0,385000.0,0.6337,Residential,Single Family,Unknown,Unknown
2021-05-28,2020,Bloomfield,1 ANTHONY'S WAY,325430.0,554300.0,0.5871,Residential,Single Family,Unknown,Unknown
2021-07-13,2020,Groton,23 CHASE OAK CT S20,62580.0,130000.0,0.481384615,Residential,Condo,Unknown,Unknown
2021-05-18,2020,Guilford,15 BENTONS KNOLL,599790.0,989000.0,0.6064,Residential,Condo,-72.69767,41.25585
2021-08-26,2020,Bethel,8K BEACH STREET,98630.0,180000.0,0.5479,Residential,Condo,Unknown,Unknown
2021-09-30,2020,Berlin,9 LAMPLIGHT DR,186700.0,122500.0,1.524,Residential,Single Family,-72.79714,41.62042
2021-08-05,2020,Darien,10 TULIP TREE LANE,1037750.0,2150000.0,0.4826,Residential,Single Family,Unknown,Unknown
2021-06-30,2020,Branford,74 CEDAR KNOLLS,112400.0,233000.0,0.4824,Residential,Condo,-72.82012,41.28588
2021-07-02,2020,Hartford,11 CHARTER OAK & 170 MAIN ST &,1081360.0,2458362.0,0.439870125,Commercial,Unknown,-72.67631,41.75563
2021-03-15,2020,Farmington,50 EAST SHORE BLVD,162480.0,289900.0,0.5604,Residential,Single Family,-72.89979,41.73978
2021-07-26,2020,Danbury,61 BRENTWOOD CI,18200.0,572942.0,0.0317,Residential,Condo,Unknown,Unknown
2021-01-08,2020,Hartford,885 ALBANY AVE,88060.0,213000.0,0.4134,Commercial,Unknown,-72.69127,41.78028
2021-03-02,2020,Brookfield,48 HOMESTEAD LN,840.0,189000.0,0.004444444,Residential,Condo,-73.402,41.44264
2021-04-30,2020,Hartford,362 LAUREL ST #000C,11095.0,45497.0,0.2438,Residential,Condo,Unknown,Unknown
2021-06-21,2020,Madison,201 CONCORD DR,432700.0,756000.0,0.5723,Residential,Single Family,-72.61618,41.35035
2021-01-25,2020,Canton,16 A CHERYL DRIVE,346070.0,350000.0,0.9887,Commercial,Unknown,Unknown,Unknown
2020-11-02,2020,Colchester,135 WOODBINE RD,198300.0,332500.0,0.5963,Residential,Single Family,Unknown,Unknown
2021-07-22,2020,Chester,79 MAPLE ST,290770.0,455000.0,0.639,Residential,Single Family,-72.44881,41.39347
2021-08-16,2020,Bristol,233 MOUNTAIN VIEW AVE,125510.0,305000.0,0.411508197,Residential,Single Family,-72.89906,41.69366
2001-11-26,2001,Burlington,7 YORKSHIRE WAY,68600.0,125000.0,0.5488,Unknown,Unknown,Unknown,Unknown
2020-11-25,2020,East Haven,83 FRENCH AVE,149310.0,245000.0,0.6094,Residential,Single Family,Unknown,Unknown
2021-05-10,2020,Danbury,94 ELM ST,163100.0,315000.0,0.5177,Residential,Two Family,-73.45948,41.39563
2021-08-03,2020,Greenwich,44 DUBLN HILL ROAD,1335320.0,7972375.0,0.167493376,Residential,Single Family,-73.60611,41.06564
2020-11-17,2020,Danbury,2001 LARSON DR,190500.0,330000.0,0.5772,Residential,Condo,-73.51345,41.38671
2021-06-03,2020,East Granby,103 HOLCOMB STREET,138700.0,230000.0,0.603,Residential,Single Family,Unknown,Unknown
2021-02-26,2020,Cheshire,155 BELLAMY RD,267710.0,435000.0,0.6154,Residential,Single Family,Unknown,Unknown
2021-09-30,2020,Litchfield,84 GOODHOUSE RD,346180.0,562500.0,0.6154,Residential,Single Family,Unknown,Unknown
2021-02-04,2020,Enfield,14 MOODY INDUS CONDO,60220.0,75000.0,0.8029,Commercial,Unknown,Unknown,Unknown
2021-09-23,2020,Lyme,116-5 BLOOD ST,450400.0,1602000.0,0.2811,Residential,Single Family,Unknown,Unknown
2021-06-07,2020,Groton,148 LAMBTOWN RD,140210.0,290000.0,0.483482759,Residential,Single Family,-72.00753,41.39152
2020-11-16,2020,Bolton,16 GREEN HILLS DR,219900.0,289000.0,0.7608,Residential,Single Family,Unknown,Unknown
2020-10-16,2020,Hebron,LOT 30-3 BURROWS HILL RD,590.0,45000.0,0.0131,Vacant Land,Unknown,Unknown,Unknown
2021-09-08,2020,Groton,43 MIDDLEFIELD ST,290570.0,540000.0,0.538,Residential,Single Family,-72.00739,41.31344
2021-07-07,2020,Hartford,160 MAGNOLIA ST & 200 MAGNOLIA,397810.0,1100000.0,0.3616,Apartments,Unknown,Unknown,Unknown
2020-10-27,2020,Guilford,255 COLONIAL DR,303540.0,600000.0,0.5059,Residential,Single Family,Unknown,Unknown
2021-09-20,2020,Killingly,110 TRACY RD,154140.0,305000.0,0.505377049,Residential,Single Family,-71.89045,41.87471
2020-12-02,2020,Manchester,46 CHENEY LANE,178100.0,255000.0,0.6984,Residential,Condo,-72.5284,41.76159
2021-06-14,2020,East Hartford,28 WEBSTER ST,123110.0,180300.0,0.6828,Residential,Single Family,Unknown,Unknown
2021-08-02,2020,Manchester,9D THOMPSON ROAD,42800.0,66000.0,0.6484,Residential,Condo,Unknown,Unknown
2021-04-13,2020,Hartford,95 ELIZABETH ST,88690.0,256250.0,0.3461,Residential,Two Family,Unknown,Unknown
2021-09-28,2020,Burlington,8 LAKE ST,171190.0,225000.0,0.760844444,Residential,Single Family,-72.90187,41.73783
2021-09-09,2020,Lebanon,KELLYS COR (103-136),17700.0,7500.0,2.36,Vacant Land,Unknown,Unknown,Unknown
2021-05-28,2020,East Hartford,322 OAK ST,70690.0,163000.0,0.4336,Residential,Single Family,Unknown,Unknown
2020-10-15,2020,Essex,LOT 6 FOSTER LA,80200.0,40000.0,2.005,Vacant Land,Unknown,-72.43815,41.35474
2020-12-21,2020,Hartford,"264 PARK TERR, 268 PARK TERR,",916930.0,3674992.0,0.2495,Apartments,Unknown,-72.69433,41.75463
2021-03-04,2020,East Windsor,139-141 MAIN ST,253680.0,115000.0,2.205913043,Commercial,Unknown,-72.54545,41.91411
2021-04-05,2020,Madison,321 HORSEPOND RD (80-9),94800.0,160000.0,0.5925,Vacant Land,Unknown,-72.58628,41.29035
2020-12-22,2020,Branford,128 LINSLEY LAKE RD,230200.0,357929.0,0.6431,Residential,Single Family,-72.78965,41.31859
2021-07-20,2020,Greenwich,73 RICHMOND HILL ROAD,2259950.0,4275000.0,0.5286,Residential,Single Family,-73.69877,41.09038
2020-12-28,2020,Harwinton,182 SCOVILLE HILL RD,227640.0,340000.0,0.6695,Residential,Single Family,-73.10412,41.77588
2021-01-04,2020,Avon,23 HABER DRIVE,284180.0,510000.0,0.5572,Residential,Single Family,-72.84538,41.80102
2021-08-04,2020,Bristol,1 SKYVIEW TERRACE,198940.0,340000.0,0.5851,Residential,Single Family,-72.96219,41.70801
2020-12-15,2020,Griswold,9 BERGENDHAL DRIVE,182280.0,220000.0,0.8285,Residential,Single Family,-71.95341,41.58497
2021-05-20,2020,Chaplin,49 ENGLAND RD,112200.0,65000.0,1.7261,Residential,Single Family,-72.12276,41.78973
2021-03-23,2020,Killingly,30 MECHANIC ST,137410.0,179900.0,0.76381323,Residential,Four Family,-71.88368,41.80713
2021-07-06,2020,Killingly,26 PINEVILLE RD,141820.0,310000.0,0.4574,Residential,Single Family,Unknown,Unknown
2021-01-11,2020,Granby,2 FIELDING WOODS,228760.0,340000.0,0.6728,Residential,Single Family,-72.8894,41.92525
2021-01-13,2020,Cromwell,26 REIMAN DR,122150.0,183000.0,0.6674,Residential,Single Family,Unknown,Unknown
2002-06-13,2001,Bethel,1312 LEXINGTON BLVD,34440.0,232510.0,0.148122661,Unknown,Unknown,Unknown,Unknown
2021-07-06,2020,Madison,602 GREEN HILL RD,213200.0,429000.0,0.4969,Residential,Single Family,-72.59901,41.30881
2021-08-05,2020,Coventry,96 AVERY SHORES,466800.0,353978.0,1.3187,Residential,Single Family,Unknown,Unknown
2021-02-17,2020,Greenwich,460 NORTH STREET,7649530.0,10253720.0,0.746,Residential,Single Family,-73.62203,41.06937
2021-05-04,2020,Darien,2 WEEDS LANDING,1024100.0,1901007.0,0.538714481,Residential,Single Family,-73.50029,41.0583
2021-07-19,2020,Danbury,6 ORCHID DR,242200.0,425000.0,0.5698,Residential,Single Family,Unknown,Unknown
2021-05-07,2020,Bloomfield,7 HILLTOP CIRCLE,132510.0,200000.0,0.66255,Residential,Single Family,Unknown,Unknown
2021-06-02,2020,Darien,15 ROCATON RD,888230.0,1740000.0,0.5104,Residential,Single Family,-73.47606,41.07957
2021-08-25,2020,Bristol,489 WOLCOTT ST UN 45,86800.0,150000.0,0.5786,Residential,Condo,Unknown,Unknown
2021-07-26,2020,Bristol,72 SOUTH ST EXT,90510.0,195000.0,0.4641,Residential,Two Family,Unknown,Unknown
2020-10-26,2020,Guilford,19 RUSSO DR,230830.0,455000.0,0.5073,Residential,Single Family,Unknown,Unknown
2021-09-20,2020,Cheshire,1020 PROSPECT RD,143020.0,315000.0,0.454,Residential,Single Family,Unknown,Unknown
2021-04-27,2020,Hartford,1409 MAIN ST,30520.0,53051.0,0.5752,Vacant Land,Unknown,Unknown,Unknown
2021-06-30,2020,Burlington,32 JOHNNYCAKE MOUNTAIN RD,240240.0,380000.0,0.6322,Residential,Single Family,Unknown,Unknown
2021-08-03,2020,Enfield,228 ABBE RD,137780.0,310000.0,0.4444,Residential,Single Family,Unknown,Unknown
2021-09-15,2020,Greenwich,70 SOUND VIEW DRIVE UN3PH,2139480.0,1500000.0,1.42632,Residential,Condo,-73.63002,41.02339
2020-10-19,2020,Chester,47 FERRY RD,659710.0,506785.0,1.3017,Residential,Single Family,-72.43594,41.4185
2021-08-03,2020,Groton,3 PROSPECT ST (MYSTIC),639520.0,1400000.0,0.4568,Residential,Single Family,Unknown,Unknown
2020-12-07,2020,Manchester,344 BROAD STREET,409800.0,950000.0,0.4313,Commercial,Unknown,Unknown,Unknown
2021-01-08,2020,Greenwich,11 PARTRIDGE HILL LANE,1675170.0,2150000.0,0.779148837,Residential,Single Family,-73.66098,41.12774
2020-10-20,2020,Avon,10 PINE TRAIL,108650.0,119000.0,0.91302521,Residential,Single Family,-72.87758,41.81238
2021-06-03,2020,Bloomfield,420 WOODLAND AAVE,1781570.0,2065108.0,0.8627,Industrial,Unknown,-72.72703,41.86439
2021-05-06,2020,Beacon Falls,10 WOODLAND PATH,0.0,499900.0,0.0,Residential,Condo,-73.0362,41.42541
2021-07-08,2020,Guilford,462 GRANITE RD,348200.0,595000.0,0.5852,Residential,Single Family,-72.73679,41.29839
2021-08-26,2020,Madison,38 WICKFORD PL,637400.0,1200000.0,0.5311,Residential,Single Family,Unknown,Unknown
2021-06-08,2020,Colchester,54 WATERHOLE RD,203000.0,360000.0,0.5638,Residential,Single Family,Unknown,Unknown
2021-03-22,2020,Harwinton,19 FOX HUNT WAY,314110.0,582000.0,0.5397,Residential,Single Family,-73.0438,41.72166
2021-03-01,2020,Derby,140 EMMETT AVE,147980.0,210000.0,0.7046,Residential,Single Family,-73.09251,41.33477
2021-03-02,2020,Greenwich,2 ONEIDA DRIVE UNF,3297000.0,5995000.0,0.549958299,Residential,Condo,-73.62216,41.0168
2021-06-01,2020,Groton,90 CROWN KNOLL CT S139,71960.0,120000.0,0.599666667,Residential,Condo,Unknown,Unknown
2021-07-08,2020,Avon,16 BAILEY ROAD,216720.0,100000.0,2.1672,Residential,Single Family,Unknown,Unknown
2021-05-19,2020,Lyme,65 COVE RD,1280100.0,3500000.0,0.3657,Residential,Single Family,Unknown,Unknown
2021-07-19,2020,Danbury,38 JUNIPER RIDGE DR,193500.0,355000.0,0.545,Residential,Single Family,Unknown,Unknown
2021-07-19,2020,Avon,4 HILLCREST DRIVE,128860.0,190000.0,0.6782,Residential,Single Family,-72.87558,41.81471
2020-10-09,2020,Madison,37 CHURCH LN,242700.0,535000.0,0.4536,Residential,Single Family,-72.59937,41.29521
2021-06-24,2020,Manchester,49 BIRCH STREET,120900.0,140000.0,0.8635,Commercial,Unknown,-72.51861,41.7716
2020-11-04,2020,Eastford,66 WEEKS RD,55700.0,70000.0,0.7957,Vacant Land,Unknown,-72.09007,41.90451
2021-03-01,2020,Enfield,100 HUNTER LA,131230.0,218000.0,0.6019,Residential,Single Family,Unknown,Unknown
2021-06-14,2020,Farmington,88 YORKSHIRE COURT,35000.0,517011.0,0.0676,Residential,Condo,Unknown,Unknown
2021-09-16,2020,Bristol,50 HULL ST,110880.0,200000.0,0.5544,Residential,Single Family,-72.94188,41.66646
2021-06-10,2020,East Windsor,13 ALLEN DR,139840.0,319000.0,0.4383,Residential,Single Family,Unknown,Unknown
2021-09-30,2020,Griswold,37 HALEY MEADOW RD,275520.0,450000.0,0.6122,Residential,Single Family,-71.96084,41.62711
2020-11-23,2020,Bethel,18 WEED ROAD,231630.0,375000.0,0.6176,Residential,Single Family,-73.38428,41.40998
2021-04-19,2020,Bethel,37 BENEDICT ROAD,208875.0,480000.0,0.4351,Residential,Single Family,Unknown,Unknown
2021-08-03,2020,Burlington,73 ALPINE DR,68320.0,701750.0,0.0973,Residential,Single Family,Unknown,Unknown
2020-10-14,2020,Branford,61A DOVER CT,88000.0,130000.0,0.6769,Residential,Condo,Unknown,Unknown
2021-06-02,2020,Farmington,15 FARM SPRINGS RD,24169530.0,10000000.0,2.4169,Commercial,Unknown,Unknown,Unknown
2021-06-14,2020,East Lyme,40 QUARRY DOCK RD,157360.0,230000.0,0.6841,Residential,Single Family,-72.19093,41.34441
2021-01-14,2020,Killingworth,42 LOVERS LANE,355460.0,787000.0,0.4516,Residential,Single Family,Unknown,Unknown
2021-06-01,2020,Lebanon,265 LAKESIDE DR,73260.0,155000.0,0.4726,Residential,Single Family,-72.22871,41.54951
2021-07-09,2020,Enfield,33 OLDE MAPLE FARMS,74970.0,133000.0,0.5636,Residential,Condo,Unknown,Unknown
2020-10-05,2020,Greenwich,21 WATCHTOWER LANE,1529710.0,2375000.0,0.644,Residential,Single Family,-73.57026,41.05715
2020-11-17,2020,Bristol,101 GRIDLEY ST,147560.0,286000.0,0.5159,Residential,Three Family,Unknown,Unknown
2020-12-16,2020,Greenwich,32 HAROLD STREET,831670.0,1500000.0,0.5544,Residential,Two Family,-73.59345,41.04367
2021-03-26,2020,Bethlehem,338 GUILDS HOLLOW RD,345700.0,665000.0,0.5198,Residential,Single Family,-73.23112,41.62174
2021-01-22,2020,Bloomfield,12 DRUMMER TRAIL,151690.0,270000.0,0.5618,Residential,Single Family,Unknown,Unknown
2021-06-29,2020,Manchester,31 EAST MAPLE STREET,173100.0,330000.0,0.5245,Residential,Single Family,Unknown,Unknown
2021-06-23,2020,Groton,795 BUDDINGTON RD,118650.0,300000.0,0.3955,Residential,Single Family,Unknown,Unknown
2020-10-28,2020,East Lyme,83 SMITH ST,487620.0,1200000.0,0.4063,Residential,Single Family,Unknown,Unknown
2021-03-15,2020,Danbury,10 IRVING PL,204600.0,422500.0,0.4842,Residential,Two Family,Unknown,Unknown
2021-06-22,2020,Madison,69 BRADLEY CORNERS RD,368000.0,372500.0,0.9879,Residential,Single Family,-72.66268,41.33974
2021-05-10,2020,Avon,24 WOODHAVEN DRIVE,241630.0,360000.0,0.6711,Residential,Single Family,Unknown,Unknown
2021-04-01,2020,East Hartford,55 HANDEL RD,74060.0,175000.0,0.4232,Residential,Single Family,Unknown,Unknown
2021-02-02,2020,Darien,6 CHESTNUT STREET,460460.0,1295000.0,0.3555,Residential,Single Family,-73.48963,41.07496
2021-06-25,2020,Colchester,49 DANIEL DR,56900.0,75000.0,0.7586,Vacant Land,Unknown,Unknown,Unknown
2021-04-14,2020,Groton,1 A ST,30940.0,59900.0,0.516527546,Residential,Single Family,Unknown,Unknown
2021-03-26,2020,Greenwich,110 EAST ELM STREET #110,2472750.0,3650000.0,0.6774,Residential,Condo,-73.6206,41.02733
2020-10-07,2020,Danbury,151 BRUSHY HILL RD,230900.0,430000.0,0.5369,Residential,Single Family,Unknown,Unknown
2021-06-14,2020,Avon,104 STONY CORNERS CIRCLE,326190.0,625000.0,0.5219,Residential,Single Family,-72.84489,41.78621
2021-05-21,2020,Guilford,1300 LITTLE MEADOW RD,239090.0,580000.0,0.4122,Residential,Single Family,-72.70036,41.33166
2021-04-12,2020,Danbury,1 LITTLE JOHN LA,187900.0,370000.0,0.5078,Residential,Single Family,-73.51247,41.43557
2021-09-08,2020,Avon,50 CLIFF DRIVE,125250.0,235000.0,0.5329,Residential,Single Family,Unknown,Unknown
2020-12-31,2020,Enfield,17 ELLIS RD,108010.0,135000.0,0.8,Residential,Single Family,Unknown,Unknown
2021-03-23,2020,East Haven,7 CHARNES DR,142020.0,292000.0,0.4863,Residential,Single Family,-72.85404,41.32969
2021-07-06,2020,Harwinton,267 BURLINGTON RD,260480.0,440000.0,0.592,Residential,Single Family,Unknown,Unknown
2020-11-18,2020,Greenwich,2 RIDGE ROAD,829920.0,1260000.0,0.658666667,Residential,Single Family,Unknown,Unknown
2020-12-31,2020,Griswold,41 SOUTH MAIN ST UNIT 14,47180.0,90000.0,0.5242,Residential,Condo,Unknown,Unknown
2021-08-03,2020,Danbury,2 SHERIDAN ST 306,158700.0,270000.0,0.5877,Residential,Condo,-73.43849,41.39059
2020-12-07,2020,East Hartford,30 ANN ST,104030.0,193000.0,0.539,Residential,Single Family,-72.62737,41.77696
2020-12-30,2020,Lisbon,6 JUREWICZ ST,101760.0,180000.0,0.5653,Residential,Single Family,Unknown,Unknown
2021-04-14,2020,Enfield,105 WYNWOOD DR,84860.0,133500.0,0.6356,Residential,Condo,Unknown,Unknown
2021-05-06,2020,Colchester,31 NORTH CT,134600.0,385855.0,0.3488,Residential,Condo,Unknown,Unknown
2021-09-23,2020,Enfield,2G JOHNSON MED OFFICE BLDG,140750.0,150000.0,0.9383,Commercial,Unknown,Unknown,Unknown
2021-03-16,2020,East Hartford,48 WARREN DR,81000.0,159900.0,0.5065,Residential,Single Family,Unknown,Unknown
2021-01-28,2020,Cornwall,85 COOK RD,54600.0,80000.0,0.6825,Residential,Single Family,Unknown,Unknown
2021-06-21,2020,Bristol,LOT 1 PEQUABUCK ST + LOT 5 BAR,24430.0,70000.0,0.349,Vacant Land,Unknown,-72.98108,41.67801
2021-02-02,2020,East Hartford,284 GOODWIN ST,90340.0,169000.0,0.5345,Residential,Single Family,Unknown,Unknown
2020-11-02,2020,Lebanon,GOSHEN HTS (260-49.001),51020.0,75000.0,0.6802,Vacant Land,Unknown,Unknown,Unknown
2020-12-22,2020,Berlin,124 PARK DRIVE,143800.0,130000.0,1.106153846,Residential,Single Family,-72.8136,41.57215
2021-09-29,2020,Danbury,3 VALLEY RD,176000.0,360000.0,0.4888,Residential,Single Family,-73.42882,41.44405
2021-05-26,2020,Manchester,166 CASTLE HILL,46600.0,466878.0,0.099811942,Residential,Single Family,-72.48082,41.78066
2021-03-22,2020,East Haddam,17 LOOKOUT DR,91490.0,200000.0,0.45745,Residential,Single Family,-72.33492,41.52397
2021-04-26,2020,Greenwich,95 INDIAN HEAD ROAD,2316580.0,3350000.0,0.6915,Residential,Single Family,-73.5851,41.02133
2021-09-30,2020,Essex,17 MAIN ST,223600.0,255000.0,0.8768,Residential,Single Family,Unknown,Unknown
2021-08-23,2020,Coventry,206 ECHO RD,86300.0,135000.0,0.6392,Residential,Single Family,-72.31405,41.76459
2021-02-25,2020,Bristol,56 RICH LN,114100.0,197100.0,0.5788,Residential,Single Family,-72.92248,41.68371
2021-01-06,2020,Kent,6 BOTSFORD RD,238200.0,509000.0,0.4679,Residential,Single Family,Unknown,Unknown
2021-08-09,2020,Danbury,97 OSBORNE ST,214500.0,469000.0,0.4573,Residential,Three Family,Unknown,Unknown
2021-02-12,2020,Madison,554 BOSTON POST RD,474100.0,975000.0,0.4862,Residential,Single Family,Unknown,Unknown
2020-11-05,2020,Griswold,48 MAPLE STREET,102480.0,180000.0,0.569333333,Residential,Single Family,Unknown,Unknown
2021-04-13,2020,Hebron,26 SCARBORO RD,138410.0,285000.0,0.4856,Residential,Single Family,-72.38646,41.69721
2021-03-08,2020,Litchfield,150 SOUTH ST,587440.0,1000000.0,0.5874,Residential,Single Family,-73.18728,41.74136
2021-05-04,2020,Cheshire,1105 WATERBURY RD U2B,34970.0,71000.0,0.4925,Residential,Condo,Unknown,Unknown
2021-09-29,2020,East Haddam,69 HONEY HILL RD,103320.0,155000.0,0.6665,Residential,Single Family,Unknown,Unknown
2021-05-06,2020,Hartford,197 BOND ST,103390.0,275000.0,0.3759,Residential,Two Family,Unknown,Unknown
2020-11-30,2020,Killingworth,19 FAWN HILL ROAD,392070.0,545000.0,0.7193,Residential,Single Family,Unknown,Unknown
2020-11-10,2020,Litchfield,OLD NORTHFIELD RD,61150.0,35000.0,1.7471,Vacant Land,Unknown,Unknown,Unknown
2021-09-15,2020,East Haven,55 THOMPSON ST #5C,76440.0,157000.0,0.4868,Residential,Condo,-72.85011,41.32342
2021-03-16,2020,Coventry,164 SATARI DR,67800.0,601368.0,0.1127,Vacant Land,Unknown,-72.4054,41.82225
2021-01-15,2020,East Windsor,10 JULIA COURT,91810.0,146000.0,0.6288,Residential,Condo,Unknown,Unknown
2021-07-09,2020,Columbia,31A MACHT ROAD,191300.0,386000.0,0.4955,Residential,Single Family,-72.29079,41.71364
2021-01-14,2020,Greenwich,12 GLENVILLE STREET UN204,357490.0,570000.0,0.6271,Residential,Condo,-73.66627,41.03863
2020-10-19,2020,Groton,336 HAZELNUT HILL RD,195720.0,275000.0,0.7117,Residential,Single Family,Unknown,Unknown
2021-04-26,2020,Glastonbury,372 STRICKLAND ST,237500.0,375000.0,0.6333,Residential,Single Family,-72.54369,41.70388
2020-10-05,2020,Avon,9 TEMPLETON COURT,244290.0,313726.0,0.7786,Residential,Condo,-72.8108,41.81508
2021-06-21,2020,Lyme,53 MT ARCHER RD,385300.0,1050000.0,0.3669,Residential,Single Family,Unknown,Unknown
2021-02-24,2020,Manchester,641 PORTER STREET,210000.0,405000.0,0.5185,Residential,Single Family,-72.48674,41.76859
2021-04-20,2020,Guilford,245 SAW MILL RD,221970.0,330000.0,0.6726,Residential,Single Family,Unknown,Unknown
2021-09-16,2020,Manchester,739 CENTER STREET,107700.0,225000.0,0.4786,Residential,Single Family,Unknown,Unknown
2020-12-29,2020,Bloomfield,12 WILD ROSE COURT,98000.0,180000.0,0.5444,Residential,Condo,Unknown,Unknown
2020-11-18,2020,Cromwell,24 CEDAR LAND,92820.0,169900.0,0.5463,Residential,Condo,-72.68328,41.60338
2002-05-14,2001,Chaplin,41 BEDLAM RD,20000.0,50000.0,0.4,Unknown,Unknown,Unknown,Unknown
2020-12-21,2020,Greenwich,125 FIELD POINT ROAD A3,0.0,3175000.0,0.0,Residential,Condo,Unknown,Unknown
2021-08-09,2020,East Haven,215 ROCK ST,185190.0,295000.0,0.6277,Residential,Single Family,-72.82884,41.31962
2021-04-22,2020,Mansfield,166 BIRCH RD,90000.0,198000.0,0.4545,Residential,Single Family,Unknown,Unknown
2021-02-17,2020,Bristol,527 NORTH MAIN ST,69510.0,112900.0,0.6156,Residential,Single Family,-72.94723,41.68202
2021-03-22,2020,Hartford,1721 MAIN ST,261800.0,350566.0,0.7467,Apartments,Unknown,Unknown,Unknown
2020-12-02,2020,Branford,61 GOULD LA,270600.0,496054.0,0.5455,Residential,Single Family,Unknown,Unknown
2021-03-11,2020,Killingly,37 EDWARDSEN ST,118160.0,157000.0,0.7526,Residential,Single Family,Unknown,Unknown
2021-04-26,2020,Hartford,87 BLUE HILL AVE,113190.0,120000.0,0.9432,Apartments,Unknown,-72.69855,41.78604
2021-05-14,2020,East Lyme,15 LUCE AVE,148680.0,395000.0,0.376405063,Residential,Single Family,Unknown,Unknown
2020-12-10,2020,East Lyme,64 S WASHINGTON AVE,419720.0,1150000.0,0.364973913,Residential,Single Family,-72.20417,41.31308
2021-01-04,2020,East Haven,60 HIGH ST,687830.0,1370000.0,0.502,Apartments,Unknown,-72.87156,41.27994
2021-07-21,2020,Colchester,48 RESERVIOR RD,145500.0,180500.0,0.806,Residential,Single Family,-72.2328,41.54829
2021-07-08,2020,Bethel,218 GREENWOOD AVE,254730.0,545000.0,0.4673,Residential,Single Family,-73.41694,41.3717
2021-08-23,2020,East Haven,38 BRANHAVEN DR,147330.0,290000.0,0.508,Residential,Single Family,-72.82138,41.33085
2021-09-27,2020,Bethel,28 CODFISH HILL ROAD,174580.0,200000.0,0.8729,Vacant Land,Unknown,-73.37873,41.37141
2021-03-15,2020,East Haddam,23 WOODMONT CIRCLE,207660.0,350000.0,0.5933,Residential,Single Family,-72.37233,41.45697
2021-09-03,2020,Farmington,76 FARMINGTON CHASE CRESCENT,123390.0,172000.0,0.7173,Residential,Condo,Unknown,Unknown
2020-12-31,2020,East Lyme,33 BUSH HILL DR,145810.0,255000.0,0.5718,Residential,Single Family,-72.20961,41.32797
2021-07-22,2020,Bethel,77 SOUTH STREET,151970.0,560000.0,0.2713,Commercial,Unknown,Unknown,Unknown
2021-02-02,2020,Cromwell,70 COMMERCE DRIVE,61430.0,600000.0,0.1023,Industrial,Unknown,-72.67833,41.63128
2021-08-18,2020,Canton,101 DUNNE AVENUE,107660.0,175000.0,0.6152,Residential,Single Family,Unknown,Unknown
2021-03-01,2020,East Lyme,43 INDIANOLA RD,238000.0,502000.0,0.4741,Residential,Single Family,Unknown,Unknown
2021-05-24,2020,Killingly,30 WYNDHAM LANDING,73710.0,160000.0,0.4606875,Residential,Condo,-71.87965,41.82895
2020-12-24,2020,East Hartford,28 ROWLAND DR,127000.0,260000.0,0.4884,Residential,Single Family,-72.5873,41.75052
2020-10-07,2020,Killingly,778 COOK HILL RD,123200.0,248000.0,0.4967,Residential,Single Family,-71.86273,41.83283
2021-09-09,2020,Hartford,888 NEW BRITAIN AVE,761180.0,616140.0,1.2354,Commercial,Unknown,Unknown,Unknown
2021-09-17,2020,Greenwich,236 PALMER HILL ROAD,749770.0,1556000.0,0.4818,Residential,Single Family,Unknown,Unknown
2021-03-12,2020,Greenwich,11 DEER PARK COURT,4930030.0,6210000.0,0.7938,Residential,Single Family,Unknown,Unknown
